Unnamed: 0,ID,Play,Q,Away,Away O/D,AwayScore,Home,HomeScore,Home O/D,Offense,Defense,Down,Distance,YdLine,Yards,Success?,Line Yards,RB Yards,PointValue,Player Pos,YdLine2,team_game_drive,drive_play,Play Name,Series #,Series Sequence,Field Position,Gain,Hash,Personnel,Tempo,Shift,Formation,Variation,New Field,Formation Family,Backfield,Motion,R*P,Playcall,Protection,Special,RPO,Family,Family 2,Pass Type,Pass Result,BC REC,BC POS,Blitz,Def Formation,Strength,GN Def,Def Motion,Def Play,# of Backs,# Wide,# TE,Gun_map,PlayType,QBRunDir,RBRunDir,PostRead1,MotionPos,Gun,RunDir,Unit,RunDir2,No Huddle?,Complete?,inc_reason,Dist,ExpectedEP,QB Name,Player Name,FormFamily,LeftWR,RightWR,LeftTE,RightTE
335,3.01E+16,51,2,Arkansas State,Off,14,South Alabama,7,Def,Arkansas State,South Alabama,2,13,,0,No,0,0,0,TE,-1,5,3,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,LC,RB,,,Shotgun,RB,Offense,,,,Not Available,13,0.1375,Fredi Knighten,Darion Griswold,,,,,
336,3.01E+16,52,2,Arkansas State,Off,14,South Alabama,7,Def,Arkansas State,South Alabama,3,13,,9,No,0,0,0.8172,TE,-1,5,4,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,13,0.17,Fredi Knighten,Darion Griswold,,,,,
337,3.01E+16,58,2,Arkansas State,Off,14,South Alabama,7,Def,Arkansas State,South Alabama,1,10,65,-2,No,-2.4,0.4,-0.2304,QB,35,6,1,"1506 ARKSTOFFvsSOALA, Play 022",6,1,15,-2,L,ST,,,SQUAD RT,SPLIT,,,,,R,MATCH 4,,,,PWR READ,PWR READ,,,9,Q,,,,,,,1,3,1,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,10,0.5475,,Fredi Knighten,,,,,
339,3.01E+16,59,2,Arkansas State,Off,14,South Alabama,7,Def,Arkansas State,South Alabama,2,12,67,7,No,5.5,1.5,0.8204,RB,33,6,2,"1506 ARKSTOFFvsSOALA, Play 023",6,2,17,7,L,ST,,,LEON,HOME,,,,,R,18,,,ASTRO,OPTION,OPTION,,,34,B,,,,,,,1,3,1,Pistol,Run,,LC,,,Pistol,LC,Offense,,,,Not Available,12,0.215,,Michael Gordon,2x2,1,2,Fullback,0
340,3.01E+16,60,2,Arkansas State,Off,14,South Alabama,7,Def,Arkansas State,South Alabama,3,5,,4,No,0,0,0.4864,RB,40,6,3,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,RB,LD,Backside LB,,Shotgun,LD,Offense,,,,Not Available,5,0.52375,Fredi Knighten,Warren Wand,,,,,
338,3.01E+16,61,2,Arkansas State,Off,14,South Alabama,7,Def,Arkansas State,South Alabama,4,1,56,0,No,0,0,0,QB,44,6,4,"1506 ARKSTOFFvsSOALA, Play 025",6,4,6,0,R,BZ,,,R WING,,,,,,R,GIANT 4,,,ASTRO,PWR READ,PWR READ,,,9,Q,,,,,,,1,4,0,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,1,0.6325,,Fredi Knighten,,,,,
341,3.01E+16,69,2,Arkansas State,Off,14,South Alabama,7,Def,Arkansas State,South Alabama,1,10,25,3,No,3,0,0.2076,RB,-25,7,1,"1506 ARKSTOFFvsSOALA, Play 026",7,1,-25,3,R,ST,,,SQUAD LT,SPLIT,,,,,R,SWAG 15,,,,CTR,CTR,,,34,B,,,,,,,1,3,1,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,10,0.365,,Michael Gordon,,,,,
343,3.01E+16,70,2,Arkansas State,Off,14,South Alabama,7,Def,Arkansas State,South Alabama,2,7,,0,No,0,0,0,DB,-22,7,2,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,7,0.3475,Fredi Knighten,Rocky Hayes,,,,,
342,3.01E+16,71,2,Arkansas State,Off,14,South Alabama,7,Def,Arkansas State,South Alabama,3,7,,-10,No,0,0,-0.664,QB,-22,7,3,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,,RC,,,Shotgun,,Offense,,,,Not Available,7,0.38,,Fredi Knighten,,,,,
344,3.01E+16,77,2,Arkansas State,Off,14,South Alabama,14,Def,Arkansas State,South Alabama,1,10,11,7,Yes,5.5,1.5,0.574,RB,-11,8,1,"1506 ARKSTOFFvsSOALA, Play 029",8,1,-39,7,L,ST,,,LEON,,,,,,R,SW 14,,,,CTR,CTR,,,6,B,,,,,,,1,3,1,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,10,0.4525,,Warren Wand,2x2,1,2,Fullback,0
346,3.01E+16,78,2,Arkansas State,Off,14,South Alabama,14,Def,Arkansas State,South Alabama,2,3,4,-1,No,-1.2,0.2,-0.0844,QB,-4,8,2,"1506 ARKSTOFFvsSOALA, Play 030",8,2,-46,-4,M,ST,JET,,LEON,,,,,,R,23,,,ASTRO,I/S ZONE SPLIT,I/S ZONE SPLIT,,,6,B,,,,,,,1,3,1,,Run,RC,LB,Backside DE,,Shotgun,RC,Offense,,,,Not Available,3,0.675,,Fredi Knighten,2x2,1,2,Fullback,0
347,3.01E+16,79,2,Arkansas State,Off,14,South Alabama,14,Def,Arkansas State,South Alabama,3,4,5,16,Yes,7.5,8.5,1.4464,QB,-5,8,3,"1506 ARKSTOFFvsSOALA, Play 031",8,3,-45,16,LM,ST,,,RAMBO,,,,,BNC,R,Q 15,,,TROUBLE,CTR,CTR,,,9,Q,,,,,,,1,3,1,,Run,?,?,,RB,Shotgun,?,Offense,,,,Not Available,4,0.5475,,Fredi Knighten,3x1,1,2,0,Fullback
349,3.01E+16,80,2,Arkansas State,Off,14,South Alabama,14,Def,Arkansas State,South Alabama,1,10,89,0,No,0,0,0,RB,11,8,4,"1506 ARKSTOFFvsSOALA, Play 032",8,4,39,0,L,ST,NIKE,,LOBO,HOME,,,,MISSLE,R,23,,,,I/S ZONE SPLIT,I/S ZONE SPLIT,,,6,B,,,,,,,1,3,1,Pistol,Run,?,?,,WR,Pistol,?,Offense,,,,Not Available,10,0.45,,Warren Wand,3x1,2,1,Fullback,0
348,3.01E+16,81,2,Arkansas State,Off,14,South Alabama,14,Def,Arkansas State,South Alabama,2,10,,0,No,0,0,0,WR,11,8,5,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,,RC,,,Shotgun,RC,Offense,,,,Not Available,10,0.3775,Fredi Knighten,Blake Mack,,,,,
345,3.01E+16,82,2,Arkansas State,Off,14,South Alabama,14,Def,Arkansas State,South Alabama,3,10,,0,No,0,0,0,WR,11,8,6,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,10,0.385,Fredi Knighten,Tyler Trosin,,,,,
350,3.01E+16,90,2,Arkansas State,Off,14,South Alabama,21,Def,Arkansas State,South Alabama,1,10,25,29,Yes,7.5,21.5,2.3084,RB,-25,9,1,"1506 ARKSTOFFvsSOALA, Play 035",9,1,-25,29,L,ST,,,RAM,,,,,ALERT,R,MATCH 46,,,,PIN PULL,PIN PULL,,,6,B,,,,,,,1,3,1,,Run,LB,LD,Playside DE,RB,Shotgun,LD,Offense,,,,Not Available,10,0.459375,,Warren Wand,3x1,1,2,0,1
351,3.01E+16,92,2,Arkansas State,Off,14,South Alabama,21,Def,Arkansas State,South Alabama,1,10,96,9,Yes,6.5,2.5,0.8532,QB,4,9,2,"1506 ARKSTOFFvsSOALA, Play 036",9,2,46,9,R,ST,,,LOBO,,,,,BNC,R,Q 14,,,TROUBLE,CTR,CTR,,,9,Q,,,,,,,1,3,1,,Run,LB,LD,Playside DE,RB,Shotgun,LB,Offense,,,,Not Available,10,0.429375,,Fredi Knighten,3x1,2,1,Fullback,0
352,3.01E+16,93,2,Arkansas State,Off,14,South Alabama,21,Def,Arkansas State,South Alabama,2,1,87,-2,No,-2.4,0.4,-0.1952,RB,13,9,3,"1506 ARKSTOFFvsSOALA, Play 037",9,3,37,-2,R,ST,,,ROCK,,,,,,R,MATCH 46,,,TROUBLE,PIN PULL,PIN PULL,,,6,B,,,,,,,1,3,1,,Run,LB,LD,Playside DE,,Shotgun,LD,Offense,,,,Not Available,1,0.795,,Warren Wand,3x1,3,0,0,1
353,3.01E+16,94,2,Arkansas State,Off,14,South Alabama,21,Def,Arkansas State,South Alabama,3,18,,11,No,7.5,3.5,0.9812,QB,-4,9,4,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,18,0.085,,Fredi Knighten,,,,,
355,3.01E+16,103,3,Arkansas State,Off,14,South Alabama,21,Def,Arkansas State,South Alabama,1,10,64,6,Yes,5,1,0.7152,RB,36,10,1,"1506 ARKSTOFFvsSOALA, Play 039",10,1,14,6,L,ST,88,,RAM,,,,,,R,19,,,ARC,OPTION,OPTION,,,6,B,,,,,,,1,3,1,,Run,LC,LD,Playside DE,,Shotgun,LD,Offense,,,,Not Available,10,0.5175,,Warren Wand,3x1,1,2,0,1
356,3.01E+16,104,3,Arkansas State,Off,14,South Alabama,21,Def,Arkansas State,South Alabama,2,4,58,2,No,2,0,0.2448,RB,42,10,2,"1506 ARKSTOFFvsSOALA, Play 040",10,2,8,2,L,BZ,,,L WING,,,,,ROAM,R,36,,,,O/S ZONE,O/S ZONE,,,6,B,,,,,,,1,4,0,,Run,LC,LD,Playside DE,,Shotgun,LD,Offense,,,,Not Available,4,0.562,,Warren Wand,,,,,
354,3.01E+16,105,3,Arkansas State,Off,14,South Alabama,21,Def,Arkansas State,South Alabama,3,2,,0,No,0,0,0,WR,44,10,3,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,,LC,,,Shotgun,LC,Offense,,,,Not Available,2,0.41,Fredi Knighten,J.D. McKissic,,,,,
357,3.01E+16,113,3,Arkansas State,Off,17,South Alabama,21,Def,Arkansas State,South Alabama,1,10,,0,No,0,0,0,QB,-8,11,1,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,LB,RD,Backside LB,,Shotgun,LB,Offense,,,,Not Available,10,0.2775,Tres Houston,Fredi Knighten,,,,,
358,3.01E+16,114,3,Arkansas State,Off,17,South Alabama,21,Def,Arkansas State,South Alabama,2,10,8,6,No,5,1,0.504,RB,-8,11,2,"1506 ARKSTOFFvsSOALA, Play 043",11,2,-42,6,R,ST,,,LION,,,,,,R,MATCH 47,,,ASTRO,PIN PULL,PIN PULL,,,34,B,,,,,,,1,3,1,,Run,LB,RD,Backside LB,,Shotgun,RD,Offense,,,,Not Available,10,0.17,,Michael Gordon,3x1,2,1,1,0
359,3.01E+16,115,3,Arkansas State,Off,17,South Alabama,21,Def,Arkansas State,South Alabama,3,4,,-16,No,0,0,0,QB,-2,11,3,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,LB,LD,Playside DE,,Shotgun,LB,Offense,,,,Not Available,4,0.5435,,Fredi Knighten,,,,,
360,3.01E+16,121,3,Arkansas State,Off,17,South Alabama,24,Def,Arkansas State,South Alabama,1,10,9,-2,No,-2.4,0.4,-0.16,RB,-9,12,1,"1506 ARKSTOFFvsSOALA, Play 045",12,1,-41,-2,L,ST,,,LEON,HOME,,,,,R,27,,,ARC,O/S ZONE,O/S ZONE,,,30,B,,,,,,,1,3,1,Pistol,Run,LB,LD,Playside DE,,Pistol,LD,Offense,,,,Not Available,10,0.3675,,Johnston White,2x2,1,2,Fullback,0
362,3.01E+16,123,3,Arkansas State,Off,17,South Alabama,24,Def,Arkansas State,South Alabama,2,17,16,7,No,5.5,1.5,0.546,QB,-16,12,3,"1506 ARKSTOFFvsSOALA, Play 047",12,3,-34,7,L,ST,,,LEAD,,,,,,R,4,,,,PWR READ,PWR READ,,,9,Q,,,,,,,1,3,1,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,17,0.1825,,Fredi Knighten,3x1,0,3,1,0
361,3.01E+16,124,3,Arkansas State,Off,17,South Alabama,24,Def,Arkansas State,South Alabama,3,10,,0,No,0,0,0,TE,-9,12,4,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,LB,LD,Playside DE,,Shotgun,LD,Offense,,,,Not Available,10,0.1275,Fredi Knighten,Darion Griswold,,,,,
363,3.01E+16,130,3,Arkansas State,Off,17,South Alabama,24,Def,Arkansas State,South Alabama,1,10,90,6,Yes,5,1,0.5904,RB,10,13,1,"1506 ARKSTOFFvsSOALA, Play 049",13,1,40,6,L,ST,,,RAMBO,,,,,,R,SCAN 23,,,,I/S ZONE SPLIT,I/S ZONE SPLIT,,,6,B,,,,,,,1,3,1,,Run,RB,LD,Backside LB,,Shotgun,LD,Offense,,,,Not Available,10,0.5025,,Warren Wand,3x1,1,2,0,Fullback
366,3.01E+16,131,3,Arkansas State,Off,17,South Alabama,24,Def,Arkansas State,South Alabama,2,4,84,0,No,0,0,0,RB,16,13,2,"1506 ARKSTOFFvsSOALA, Play 050",13,2,34,0,L,ST,JET,,RAMBO,,,,,,R,SCAN 23,,,,I/S ZONE SPLIT,I/S ZONE SPLIT,,,6,B,,,,,,,1,3,1,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,4,0.5525,,Warren Wand,3x1,1,2,0,Fullback
364,3.01E+16,132,3,Arkansas State,Off,17,South Alabama,24,Def,Arkansas State,South Alabama,3,4,,13,Yes,0,0,1.378,WR,16,13,3,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,4,0.6185,Fredi Knighten,J.D. McKissic,,,,,
365,3.01E+16,133,3,Arkansas State,Off,17,South Alabama,24,Def,Arkansas State,South Alabama,1,10,71,5,Yes,4.5,0.5,0.566,RB,29,13,4,"1506 ARKSTOFFvsSOALA, Play 052",13,4,21,5,R,ST,JET,,RAYON,,,,,,R,SCAN 22,,,ASTRO,I/S ZONE SPLIT,I/S ZONE SPLIT,,,30,B,,,,,,,1,3,1,,Run,LC,RB,Backside DE,,Shotgun,RB,Offense,,,,Not Available,10,0.3825,,Johnston White,2x2,2,1,0,Fullback
369,3.01E+16,134,3,Arkansas State,Off,17,South Alabama,24,Def,Arkansas State,South Alabama,2,5,66,8,Yes,6,2,0.9472,RB,34,13,5,"1506 ARKSTOFFvsSOALA, Play 053",13,5,16,8,R,ST,,,LION,,,,,,R,COREY,,,ARC,CTR,CTR,,,6,B,,,,,,,1,3,1,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,5,0.46,,Warren Wand,3x1,2,1,1,0
370,3.01E+16,135,3,Arkansas State,Off,17,South Alabama,24,Def,Arkansas State,South Alabama,1,8,58,6,Yes,5,1,0.744,RB,42,13,6,"1506 ARKSTOFFvsSOALA, Play 054",13,6,8,6,R,ST,,,ROPE,,,,,ARD,R,MATCH 46,,,TROUBLE,PIN PULL,PIN PULL,,,6,B,,,,,,,1,3,1,,Run,LB,LD,Playside DE,WR,Shotgun,LD,Offense,,,,Not Available,8,0.4975,,Warren Wand,2x2,2,0,0,2
367,3.01E+16,136,3,Arkansas State,Off,17,South Alabama,24,Def,Arkansas State,South Alabama,2,2,52,1,No,1,0,0.1268,QB,48,13,7,"1506 ARKSTOFFvsSOALA, Play 055",13,7,2,1,R,BZ,,,R WING,,,,,,R,XXXTRA 5,,,,PWR READ,PWR READ,,,9,Q,,,,,,,1,4,0,,Run,LB,RD,Backside LB,,Shotgun,LB,Offense,,,,Not Available,2,0.3975,,Fredi Knighten,,,,,
368,3.01E+16,137,3,Arkansas State,Off,17,South Alabama,24,Def,Arkansas State,South Alabama,3,1,51,-15,No,-18,3,-1.818,QB,49,13,8,"1506 ARKSTOFFvsSOALA, Play 056",13,8,1,0,M,BZ,,,R WING,,,,,,R,GIANT 4,,,,PWR READ,PWR READ,,,9,Q,,,,,,,1,4,0,,Run,LB,RD,Backside LB,,Shotgun,LB,Offense,,,,Not Available,1,0.86,,Fredi Knighten,,,,,
371,3.01E+16,149,4,Arkansas State,Off,20,South Alabama,31,Def,Arkansas State,South Alabama,1,10,,9,Yes,0,0,0.7164,WR,-15,14,1,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,LB,LD,Playside DE,,Shotgun,LD,Offense,,,,Not Available,10,0.4425,Fredi Knighten,Tres Houston,,,,,
373,3.01E+16,150,4,Arkansas State,Off,20,South Alabama,31,Def,Arkansas State,South Alabama,2,1,,3,Yes,0,0,0.2532,RB,-6,14,2,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,RC,RD,Playside DE,,Shotgun,RD,Offense,,,,Not Available,1,0.695,Fredi Knighten,Warren Wand,,,,,
372,3.01E+16,151,4,Arkansas State,Off,20,South Alabama,31,Def,Arkansas State,South Alabama,1,10,,38,Yes,0,0,4.2934,WR,12,14,3,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,LB,LD,Playside DE,,Shotgun,LD,Offense,,,,Not Available,10,0.525,Fredi Knighten,Tres Houston,,,,,
375,3.01E+16,156,4,Arkansas State,Off,28,South Alabama,31,Def,Arkansas State,South Alabama,1,10,93,8,Yes,6,2,0.7744,RB,7,15,1,"1506 ARKSTOFFvsSOALA, Play 061",15,1,43,8,R,ST,,,RAYON,,,,,,R,SW 15,,,,CTR,CTR,,,6,B,,,,,,,1,3,1,,Run,RB,RD,Playside DE,,Shotgun,RD,Offense,,,,Not Available,10,0.43,,Warren Wand,2x2,2,1,0,Fullback
374,3.01E+16,157,4,Arkansas State,Off,28,South Alabama,31,Def,Arkansas State,South Alabama,2,2,85,2,Yes,2,0,0.2016,QB,15,15,2,"1506 ARKSTOFFvsSOALA, Play 062",15,2,35,2,L,ST,JET,,LEON,,,,,,R,SCAN 23,,,ASTRO,I/S ZONE SPLIT,I/S ZONE SPLIT,,,9,Q,,,,,,,1,3,1,,Run,RB,RD,Playside DE,,Shotgun,RB,Offense,,,,Not Available,2,0.745,,Fredi Knighten,2x2,1,2,Fullback,0
376,3.01E+16,158,4,Arkansas State,Off,28,South Alabama,31,Def,Arkansas State,South Alabama,1,10,,8,Yes,0,0,0.8384,WR,17,15,3,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,RB,RD,Playside DE,,Shotgun,RD,Offense,,,,Not Available,10,0.3525,Fredi Knighten,Booker Mays,,,,,
377,3.01E+16,159,4,Arkansas State,Off,28,South Alabama,31,Def,Arkansas State,South Alabama,2,2,75,24,Yes,7.5,16.5,2.8224,RB,25,15,4,"1506 ARKSTOFFvsSOALA, Play 064",15,4,25,24,R,ST,,,LION,,,,,,R,COREY,,,ARC,CTR,CTR,,,30,B,,,,,,,1,3,1,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,2,0.72,,Johnston White,3x1,2,1,1,0
378,3.01E+16,160,4,Arkansas State,Off,28,South Alabama,31,Def,Arkansas State,South Alabama,1,1,51,0,No,0,0,0,RB,49,15,5,"1506 ARKSTOFFvsSOALA, Play 065",15,5,1,0,R,ST,JET,,LOBO,,,,,,R,23,,,,I/S ZONE SPLIT,I/S ZONE SPLIT,,,30,B,,,,,,,1,3,1,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,1,0.72875,,Johnston White,3x1,2,1,Fullback,0
379,3.01E+16,161,4,Arkansas State,Off,28,South Alabama,31,Def,Arkansas State,South Alabama,2,1,51,1,Yes,1,0,0.1346,RB,49,15,6,"1506 ARKSTOFFvsSOALA, Play 066",15,6,1,1,RM,ST,,,LOBO,,,,,,R,22,,,,I/S ZONE SPLIT,I/S ZONE SPLIT,,,30,B,,,,,,,1,3,1,,Run,,LC,,,Shotgun,LC,Offense,,,,Not Available,1,0.78625,,Johnston White,3x1,2,1,Fullback,0
381,3.01E+16,180,4,Arkansas State,Off,49,South Alabama,31,Def,Arkansas State,South Alabama,1,10,24,2,No,2,0,0.1392,RB,-24,16,1,"1506 ARKSTOFFvsSOALA, Play 067",16,1,-26,2,R,ST,,,LOBO,,,,,,R,SW 14,,,,CTR,CTR,,,6,B,,,,,,,1,3,1,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,10,0.4225,,Warren Wand,3x1,2,1,Fullback,0
380,3.01E+16,181,4,Arkansas State,Off,49,South Alabama,31,Def,Arkansas State,South Alabama,2,8,22,3,No,3,0,0.2148,RB,-22,16,2,"1506 ARKSTOFFvsSOALA, Play 068",16,2,-28,3,R,ST,MILK,,PACK RT,,,,,,R,48,,,,SWEEP,SWEEP,,,30,B,,,,,,,1,3,1,,Run,RB,,,,Shotgun,,Offense,,,,Not Available,8,0.385,,Johnston White,3x1,1,2,0,1
382,3.01E+16,183,4,Arkansas State,Off,49,South Alabama,31,Def,Arkansas State,South Alabama,3,10,24,1,No,1,0,0.0692,QB,-24,16,4,"1506 ARKSTOFFvsSOALA, Play 070",16,4,-26,1,R,ST,,,LOBO,KING,,,,,R,Q 14,,,,CTR,CTR,,,9,Q,,,,,,,1,3,1,5 WR Look,Run,LB,RD,Backside LB,,Shotgun,LB,Offense,,,,Not Available,10,0.25,,Fredi Knighten,3x1,2,1,Fullback,0
385,3.01E+16,191,4,Arkansas State,Off,49,South Alabama,31,Def,Arkansas State,South Alabama,1,10,12,0,No,0,0,0,RB,-12,17,1,"1506 ARKSTOFFvsSOALA, Play 071",17,1,-38,0,R,ST,,,LION,,,,,,R,MATCH 47,,,,PIN PULL,PIN PULL,,,30,B,,,,,,,1,3,1,,Run,LB,RD,Backside LB,,Shotgun,RD,Offense,,,,Not Available,10,0.1675,,Johnston White,3x1,2,1,1,0
386,3.01E+16,192,4,Arkansas State,Off,49,South Alabama,31,Def,Arkansas State,South Alabama,2,10,12,13,Yes,7.5,5.5,1.0868,RB,-12,17,2,"1506 ARKSTOFFvsSOALA, Play 072",17,2,-38,13,L,ST,MILK,,LEON,,,,,,R,SW 14,,,,CTR,CTR,,,6,B,,,,,,,1,3,1,,Run,LC,RB,,,Shotgun,RB,Offense,,,,Not Available,10,0.2975,,Warren Wand,2x2,1,2,Fullback,0
383,3.01E+16,193,4,Arkansas State,Off,49,South Alabama,31,Def,Arkansas State,South Alabama,1,10,99,-2,No,-2.4,0.4,-0.176,0,1,17,3,"1506 ARKSTOFFvsSOALA, Play 073",17,3,49,-2,R,VT,,,VICTORY,,,,,,R,nan,,VICTORY,,VICTORY,VICTORY,,,9,Q,,,,,,,2,1,1,,Run,LB,RD,Backside LB,,Shotgun,RD,Offense,,,,Not Available,10,0.2875,,Team Team,Victory,x,x,x,x
384,3.01E+16,194,4,Arkansas State,Off,49,South Alabama,31,Def,Arkansas State,South Alabama,2,12,1,-1,No,-1.2,0.2,-0.0868,0,-1,17,4,"1506 ARKSTOFFvsSOALA, Play 074",17,4,-49,-1,R,VT,,,VICTORY,,,,,,R,nan,,VICTORY,,VICTORY,VICTORY,,,9,Q,,,,,,,2,1,1,,Run,LB,RD,Backside LB,,Shotgun,RD,Offense,,,,Not Available,12,0.11,,Team Team,Victory,x,x,x,x
847,6.70E+17,2,1,Texas State,Def,0,Arkansas State,0,Off,Arkansas State,Texas State,1,10,25,20,Yes,7.5,12.5,1.52,RB,-25,1,1,"1512 ARKSTOFFvsTXST, Play 001",1,1,-25,20,L,ST,,,RAMBO,HOME,,,,,R,26,,,ASTRO,O/S ZONE,O/S ZONE,,,,,,,,,,,1,3,1,Pistol,Run,LB,RD,Backside LB,,Pistol,RD,Offense,,,,Not Available,10,0.4455,,Michael Gordon,3x1,1,2,0,Fullback
848,6.70E+17,3,1,Texas State,Def,0,Arkansas State,0,Off,Arkansas State,Texas State,1,10,5,4,No,4,0,0.3424,RB,-5,1,2,"1512 ARKSTOFFvsTXST, Play 002",1,2,-45,4,R,ST,,,RAMBO,HOME,,,,MISSLE,R,22,,,,I/S ZONE SPLIT,I/S ZONE SPLIT,,,,,,,,,,,1,3,1,Pistol,Run,?,?,,WR,Pistol,?,Offense,,,,Not Available,10,0.5975,,Michael Gordon,3x1,1,2,0,Fullback
840,6.70E+17,4,1,Texas State,Def,0,Arkansas State,0,Off,Arkansas State,Texas State,2,6,,0,No,0,0,0,WR,-1,1,3,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,?,?,,,Shotgun,?,Offense,,,,Not Available,6,0.4,Fredi Knighten,J.D. McKissic,,,,,
841,6.70E+17,5,1,Texas State,Def,0,Arkansas State,0,Off,Arkansas State,Texas State,3,6,1,10,Yes,7,3,0.912,QB,-1,1,4,"1512 ARKSTOFFvsTXST, Play 004",1,4,-49,10,R,ST,,,LIZ,,,,,BNC,R,nan,51,SNEAK,,SNEAK,SNEAK,QK,,,,,,,,,,1,3,1,,Run,,RC,,RB,Shotgun,,Offense,,,,Not Available,6,0.3075,,Fredi Knighten,2x2,1,2,1,0
859,6.70E+17,6,1,Texas State,Def,0,Arkansas State,0,Off,Arkansas State,Texas State,1,10,91,0,No,0,0,0,RB,9,1,5,"1512 ARKSTOFFvsTXST, Play 005",1,5,41,0,R,ST,,,LION,,,,,ALERT,R,MATCH 47,,,ASTRO,PIN PULL,PIN PULL,,,,,,,,,,,1,3,1,,Run,RC,LB,,RB,Shotgun,LB,Offense,,,,Not Available,10,0.4325,,Warren Wand,3x1,2,1,1,0
842,6.70E+17,7,1,Texas State,Def,0,Arkansas State,0,Off,Arkansas State,Texas State,2,10,91,0,No,0,0,0,QB,9,1,6,"1512 ARKSTOFFvsTXST, Play 006",1,6,41,0,L,ST,JET,,RAMBO,,,,,,R,23,,,FARGO,I/S ZONE SPLIT,I/S ZONE SPLIT,,,,,,,,,,,1,3,1,,Run,,LB,,,Shotgun,,Offense,,,,Not Available,10,0.37,,Fredi Knighten,3x1,1,2,0,Fullback
839,6.70E+17,8,1,Texas State,Def,0,Arkansas State,0,Off,Arkansas State,Texas State,3,10,,19,Yes,0,0,1.9532,TE,9,1,7,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,,RB,,,Shotgun,RB,Offense,,,,Not Available,10,0.3725,Fredi Knighten,Darion Griswold,,,,,
849,6.70E+17,9,1,Texas State,Def,0,Arkansas State,0,Off,Arkansas State,Texas State,1,10,72,-2,No,-2.4,0.4,-0.2192,RB,28,1,8,"1512 ARKSTOFFvsTXST, Play 008",1,8,22,-2,L,ST,,,RAMBO,HOME,,,,,R,15,,,AUTO,CTR,CTR,,,,,,,,,,,1,3,1,Pistol,Run,,RB,,,Pistol,RB,Offense,,,,Not Available,10,0.405,,Michael Gordon,3x1,1,2,0,Fullback
843,6.70E+17,10,1,Texas State,Def,0,Arkansas State,0,Off,Arkansas State,Texas State,2,12,74,0,No,0,0,0,QB,26,1,9,"1512 ARKSTOFFvsTXST, Play 009",1,9,24,0,L,ST,,,RIP,,,,,,R,18,,,ASTRO,OPTION,OPTION,,,,,,,,,,,1,3,1,,Run,RC,LB,,,Shotgun,RC,Offense,,,,Not Available,12,0.4075,,Fredi Knighten,2x2,2,1,0,1
855,6.70E+17,11,1,Texas State,Def,0,Arkansas State,0,Off,Arkansas State,Texas State,3,12,,13,Yes,0,0,1.482,WR,26,1,10,,,,,,,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,Run,,LD,Backside LB,,Shotgun,LD,Offense,,,,Not Available,12,0.3925,Fredi Knighten,Dijon Paschal,,,,,
